Series Name,Series Code,Country Name,Country Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018]
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Kyrgyz Republic,KGZ,68.5585365853659,68.7073170731707,68.1560975609756,68.2560975609756,68.1536585365854,67.9560975609756,67.6951219512195,67.8951219512195,68.4512195121951,69.1024390243903,69.3,69.6024390243903,70.0024390243902,70.2024390243902,70.4024390243902,70.6512195121951,70.9512195121951,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Lao PDR,LAO,58.923,59.494,60.07,60.648,61.224,61.793,62.348,62.886,63.402,63.893,64.357,64.795,65.208,65.6,65.975,66.335,66.683,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Latvia,LVA,70.3146341463415,70.7609756097561,70.9609756097561,71.2658536585366,72.0268292682927,71.3560975609756,70.8658536585366,71.019512195122,72.419512195122,73.0804878048781,73.4829268292683,73.5756097560976,73.7780487804878,73.9829268292683,74.1243902439024,74.4804878048781,74.5292682926829,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Lebanon,LBN,74.447,74.934,75.418,75.892,76.351,76.786,77.187,77.553,77.881,78.173,78.43,78.656,78.86,79.05,79.231,79.409,79.584,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Lesotho,LSO,48.405,47.195,46.394,46.021,46.078,46.521,47.266,48.171,49.112,50.014,50.826,51.53,52.158,52.738,53.268,53.745,54.174,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Liberia,LBR,52.423,52.543,52.814,53.323,54.084,55.052,56.136,57.207,58.167,58.977,59.631,60.155,60.615,61.066,61.527,62.007,62.505,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Libya,LBY,70.473,70.616,70.783,70.97,71.17,71.362,71.521,71.629,71.681,71.679,71.643,71.598,71.574,71.592,71.659,71.776,71.934,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Liechtenstein,LIE,76.8268292682927,79.2756097560976,79.6365853658537,79.9609756097561,81.7707317073171,80.6682926829268,80.9487804878049,81.2951219512195,82.6829268292683,81.5,81.8414634146342,81.7926829268293,82.3829268292683,82.2609756097561,82.0731707317073,82.6560975609756,82.6560975609756,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Lithuania,LTU,72.0195121951219,71.6585365853659,71.7609756097561,72.0609756097561,71.9609756097561,71.2536585365854,71.0560975609756,70.9,71.8121951219512,72.9146341463415,73.2682926829268,73.5634146341464,73.8634146341464,73.9146341463415,74.5170731707317,74.3219512195122,74.3219512195122,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Luxembourg,LUX,77.8731707317073,77.8243902439025,77.9658536585366,77.7268292682927,79.1219512195122,79.4317073170732,79.2878048780488,79.3829268292683,80.5390243902439,80.6365853658537,80.6317073170732,80.9878048780488,81.3926829268293,81.8,82.2292682926829,82.2926829268293,82.2926829268293,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,"Macao SAR, China",MAC,80.407,80.645,80.87,81.089,81.304,81.523,81.748,81.981,82.22,82.462,82.704,82.937,83.155,83.355,83.536,83.7,83.849,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Madagascar,MDG,58.485,59.129,59.717,60.256,60.752,61.212,61.65,62.079,62.509,62.944,63.388,63.836,64.28,64.713,65.133,65.539,65.932,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Malawi,MWI,46.45,46.71,47.169,47.843,48.735,49.846,51.163,52.63,54.177,55.745,57.263,58.667,59.927,61.02,61.932,62.661,63.223,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Malaysia,MYS,72.8,72.966,73.113,73.242,73.356,73.463,73.577,73.704,73.852,74.022,74.21,74.408,74.606,74.797,74.976,75.143,75.3,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Maldives,MDV,69.936,70.842,71.737,72.603,73.418,74.151,74.771,75.269,75.648,75.92,76.112,76.259,76.401,76.571,76.783,77.042,77.339,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Mali,MLI,48.069,48.758,49.54,50.373,51.224,52.057,52.839,53.553,54.193,54.756,55.249,55.694,56.122,56.556,57.007,57.478,57.966,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Malta,MLT,78.2,78.8439024390244,78.7390243902439,78.5463414634146,79.2536585365854,79.3,79.4390243902439,79.7926829268293,79.6365853658537,80.2414634146342,81.3975609756098,80.7463414634146,80.7463414634146,81.7463414634146,81.9463414634146,81.7975609756098,81.7975609756098,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Marshall Islands,MHL,65.2390243902439,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Mauritania,MRT,60.049,60.143,60.25,60.381,60.539,60.729,60.952,61.199,61.461,61.73,61.997,62.253,62.492,62.711,62.907,63.082,63.238,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Mauritius,MUS,71.6634146341463,71.7658536585366,71.9658536585366,72.1213008130081,72.2767479674797,72.4321951219512,72.4321951219512,72.5707317073171,72.5707317073171,72.8824390243903,72.9673170731707,73.2668292682927,73.8634146341464,74.0170731707317,74.1943902439024,74.3531707317073,74.3948780487805,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Mexico,MEX,74.364,74.598,74.809,75.002,75.18,75.347,75.505,75.656,75.802,75.948,76.096,76.251,76.412,76.579,76.753,76.933,77.118,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,"Micronesia, Fed. Sts.",FSM,67.3,67.414,67.539,67.675,67.82,67.969,68.115,68.251,68.375,68.484,68.582,68.673,68.765,68.862,68.966,69.078,69.195,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Moldova,MDA,67.006,67.185,67.362,67.521,67.665,67.82,68.022,68.302,68.671,69.119,69.616,70.117,70.577,70.961,71.258,71.468,71.61,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Monaco,MCO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Mongolia,MNG,62.869,63.319,63.777,64.23,64.671,65.104,65.539,65.987,66.449,66.92,67.383,67.82,68.215,68.558,68.847,69.087,69.287,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Montenegro,MNE,73.228,73.23,73.277,73.355,73.465,73.62,73.834,74.116,74.462,74.858,75.28,75.7,76.089,76.43,76.712,76.938,77.116,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Morocco,MAR,68.722,69.209,69.738,70.296,70.873,71.456,72.029,72.58,73.097,73.572,73.999,74.377,74.717,75.026,75.309,75.573,75.821,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Mozambique,MOZ,48.348,48.859,49.406,50.007,50.663,51.362,52.079,52.785,53.459,54.096,54.7,55.288,55.878,56.483,57.099,57.714,58.311,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Myanmar,MMR,62.133,62.452,62.757,63.046,63.323,63.597,63.88,64.181,64.501,64.838,65.178,65.506,65.805,66.066,66.285,66.464,66.612,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Namibia,NAM,55.608,54.798,54.145,53.693,53.48,53.563,53.983,54.712,55.697,56.883,58.189,59.527,60.815,61.982,62.981,63.782,64.388,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Nauru,NRU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Nepal,NPL,62.386,63.082,63.745,64.376,64.973,65.537,66.066,66.565,67.036,67.484,67.914,68.329,68.732,69.126,69.511,69.887,70.253,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Netherlands,NLD,77.9878048780488,78.190243902439,78.2926829268293,78.4926829268293,79.0951219512195,79.3463414634146,79.6975609756098,80.0975609756098,80.2512195121951,80.5487804878049,80.7024390243902,81.2048780487805,81.1048780487805,81.3048780487805,81.7073170731707,81.509756097561,81.509756097561,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,New Caledonia,NCL,75.1634146341463,74.8317073170732,75.1024390243903,75.2707317073171,75.4707317073171,75.7219512195122,76.0756097560976,76.4780487804878,76.6804878048781,76.9804878048781,77.2591221344293,76.6468353787517,77.0690703645998,77.1762108738893,77.2528725957226,77.2443035079364,76.9615007371216,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,New Zealand,NZL,78.6365853658537,78.6926829268293,78.8463414634146,79.1463414634146,79.5487804878049,79.8512195121951,80.0487804878049,80.1512195121951,80.3512195121951,80.7024390243902,80.7024390243902,80.9048780487805,81.1560975609756,81.4073170731707,81.4048780487805,81.4568292682927,81.6124390243903,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Nicaragua,NIC,69.742,70.214,70.675,71.117,71.537,71.935,72.313,72.677,73.028,73.369,73.699,74.016,74.319,74.608,74.884,75.149,75.404,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Niger,NER,49.874,50.494,51.123,51.77,52.436,53.127,53.849,54.593,55.35,56.105,56.838,57.528,58.16,58.727,59.228,59.667,60.058,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Nigeria,NGA,46.266,46.509,46.834,47.24,47.717,48.246,48.802,49.356,49.887,50.385,50.847,51.279,51.699,52.121,52.549,52.985,53.428,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,North Macedonia,MKD,73.267,73.47,73.642,73.782,73.893,73.986,74.077,74.18,74.305,74.457,74.632,74.824,75.019,75.207,75.384,75.549,75.703,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Norway,NOR,78.6341463414634,78.7853658536585,78.9878048780488,79.390243902439,79.8414634146342,80.0414634146342,80.3439024390244,80.3951219512195,80.5926829268293,80.7951219512195,80.9975609756098,81.2951219512195,81.4512195121951,81.7512195121951,82.1,82.3048780487805,82.509756097561,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Oman,OMN,72.126,72.58,73.022,73.447,73.851,74.231,74.58,74.898,75.188,75.451,75.694,75.922,76.141,76.358,76.578,76.801,77.029,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Pakistan,PAK,62.727,62.967,63.196,63.414,63.625,63.836,64.06,64.303,64.565,64.845,65.134,65.419,65.686,65.927,66.139,66.322,66.481,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Palau,PLW,70.4936585365854,..,..,..,..,69.1292682926829,..,..,..,..,..,..,..,..,..,..,..,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Panama,PAN,75.084,75.267,75.443,75.614,75.782,75.947,76.114,76.285,76.46,76.641,76.828,77.021,77.216,77.413,77.61,77.806,78.001,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Papua New Guinea,PNG,61.832,62.139,62.458,62.784,63.113,63.433,63.733,64.006,64.247,64.455,64.634,64.791,64.937,65.082,65.23,65.384,65.544,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Paraguay,PRY,70.07,70.335,70.593,70.838,71.067,71.281,71.485,71.686,71.887,72.089,72.285,72.47,72.638,72.786,72.913,73.023,73.12,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Peru,PER,70.512,70.964,71.389,71.784,72.146,72.473,72.764,73.023,73.258,73.475,73.681,73.883,74.088,74.298,74.518,74.747,74.983,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Philippines,PHL,67.17,67.308,67.434,67.555,67.67,67.783,67.892,68,68.105,68.211,68.32,68.433,68.553,68.68,68.813,68.951,69.094,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Poland,POL,73.7487804878049,74.2,74.4975609756098,74.5975609756098,74.8463414634146,74.9951219512195,75.1439024390244,75.2439024390244,75.5439024390244,75.6951219512195,76.2463414634146,76.6951219512195,76.7463414634146,77,77.6024390243903,77.4512195121951,77.4512195121951,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Portugal,PRT,76.3146341463415,76.8146341463415,77.0658536585366,77.219512195122,77.6707317073171,78.0707317073171,78.419512195122,78.3219512195122,78.5243902439025,78.7268292682927,79.0268292682927,80.4707317073171,80.3731707317073,80.7219512195122,81.1219512195122,81.1243902439025,81.1268292682927,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Puerto Rico,PRI,76.6892682926829,77.0668292682927,77.7604878048781,78.0712195121951,78.1758536585366,78.2960975609756,78.4163414634146,78.4258536585366,77.9034878048781,78.1498048780488,78.4081707317073,78.6711951219512,78.9264146341463,79.1673902439024,79.3901219512195,79.5961219512195,79.7883170731707,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Qatar,QAT,76.279,76.387,76.488,76.581,76.668,76.754,76.843,76.94,77.049,77.169,77.301,77.443,77.59,77.739,77.888,78.036,78.184,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Romania,ROU,71.1634146341463,71.1609756097561,71.009756097561,71.309756097561,71.5942756097561,71.8788951219512,72.1634146341463,72.5658536585366,72.5658536585366,73.309756097561,73.4585365853659,74.409756097561,74.4121951219512,75.0634146341463,74.9609756097561,75.0121951219512,75.0121951219512,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Russian Federation,RUS,65.4836585365854,65.3834146341463,65.1287804878049,65.0478048780488,65.4709756097561,65.529756097561,66.7275609756098,67.5868292682927,67.9492682926829,68.6846341463415,68.8412195121951,69.6839024390244,70.0721951219512,70.5787804878049,70.7436585365854,71.1682926829268,71.5929268292683,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Rwanda,RWA,48.415,49.793,50.97,52.268,53.755,55.43,57.219,58.971,60.565,61.962,63.14,64.106,64.911,65.598,66.188,66.696,67.129,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Samoa,WSM,69.305,69.637,69.97,70.314,70.673,71.051,71.451,71.866,72.288,72.71,73.122,73.513,73.875,74.206,74.504,74.77,75.013,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,San Marino,SMR,..,..,..,..,..,..,..,..,..,..,..,..,85.4170731707317,..,..,..,..,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Sao Tome and Principe,STP,63.338,63.526,63.754,64.021,64.322,64.641,64.956,65.248,65.5,65.709,65.875,66.008,66.125,66.241,66.361,66.488,66.624,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Saudi Arabia,SAU,72.44,72.651,72.82,72.948,73.041,73.112,73.176,73.245,73.331,73.44,73.574,73.73,73.896,74.066,74.234,74.4,74.561,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Senegal,SEN,57.796,58.18,58.665,59.23,59.859,60.541,61.263,62.008,62.755,63.485,64.177,64.814,65.393,65.914,66.376,66.784,67.146,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Serbia,SRB,71.5829268292683,72.2341463414634,72.2853658536585,72.4365853658537,72.6829268292683,72.8341463414634,73.3853658536585,73.6317073170732,73.8853658536585,73.9853658536586,74.3365853658537,74.5365853658537,74.8365853658537,75.1853658536585,75.3365853658537,75.2878048780488,75.2390243902439,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Seychelles,SYC,72.7780487804878,73.2536585365854,71.0878048780488,71.0292682926829,72.6609756097561,72.1317073170732,72.2170731707317,73.1439024390244,73.1634146341463,73.0829268292683,73.1975609756098,72.7243902439024,74.2756097560976,73.119512195122,73.2292682926829,74.2951219512195,74.309756097561,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Sierra Leone,SLE,38.702,39.66,40.66,41.669,42.66,43.624,44.566,45.5,46.432,47.348,48.224,49.034,49.762,50.401,50.951,51.423,51.835,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Singapore,SGP,77.9512195121951,78.2512195121951,78.5512195121951,79.0390243902439,79.490243902439,79.990243902439,80.1414634146341,80.4414634146342,80.790243902439,81.2414634146342,81.5414634146342,81.7439024390244,81.9951219512195,82.2463414634147,82.4951219512195,82.7439024390244,82.7951219512195,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,74.5439024390244,74.5365853658537,75.5878048780488,..,..,73.0536585365854,..,..,..,..,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Slovak Republic,SVK,73.0512195121951,73.4024390243903,73.6048780487805,73.6048780487805,73.9585365853659,73.9048780487805,74.2048780487805,74.2073170731707,74.7048780487805,74.909756097561,75.1121951219512,75.9585365853659,76.109756097561,76.4121951219512,76.8121951219512,76.5634146341463,76.5634146341463,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Slovenia,SVN,75.4121951219512,75.7585365853659,76.0073170731707,76.8585365853659,77.2073170731707,77.6121951219512,78.0865853658537,78.5609756097561,78.7658536585366,78.9707317073171,79.4219512195122,79.9707317073171,80.1243902439024,80.3219512195122,81.0780487804878,80.7756097560976,80.7756097560976,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Solomon Islands,SLB,63.103,63.744,64.368,64.971,65.549,66.104,66.635,67.147,67.641,68.118,68.572,69.001,69.4,69.771,70.113,70.43,70.726,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Somalia,SOM,50.867,51.211,51.49,51.761,52.042,52.344,52.666,52.996,53.323,53.652,53.986,54.332,54.694,55.072,55.467,55.876,56.293,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,South Africa,ZAF,56.341,55.273,54.299,53.481,52.878,52.567,52.614,53.01,53.72,54.701,55.888,57.201,58.545,59.83,60.993,61.981,62.774,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,South Sudan,SSD,49.239,49.631,50.013,50.393,50.782,51.19,51.627,52.095,52.591,53.113,53.655,54.206,54.756,55.294,55.817,56.322,56.811,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Spain,ESP,78.9658536585366,79.3682926829268,79.5682926829268,79.619512195122,79.8707317073171,80.1707317073171,80.8219512195122,80.8731707317073,81.1756097560976,81.4756097560976,81.6268292682927,82.4756097560976,82.4268292682927,83.0780487804878,83.2292682926829,82.8317073170732,82.8317073170732,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Sri Lanka,LKA,71.002,71.775,72.511,73.128,73.593,73.896,74.059,74.144,74.207,74.27,74.352,74.462,74.593,74.741,74.906,75.088,75.284,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,St. Kitts and Nevis,KNA,..,..,71.3365853658537,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,St. Lucia,LCA,71.456,71.676,71.958,72.287,72.652,73.028,73.393,73.728,74.02,74.265,74.465,74.633,74.788,74.947,75.117,75.3,75.496,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,St. Martin (French part),MAF,76.9707317073171,77.1707317073171,77.3707317073171,77.5707317073171,77.7219512195122,77.8707317073171,78.0707317073171,78.2219512195122,78.3707317073171,78.5707317073171,78.7219512195122,78.8707317073171,79.0219512195122,79.1707317073171,79.3219512195122,79.4707317073171,79.6219512195122,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,St. Vincent and the Grenadines,VCT,70.593,70.635,70.719,70.846,71.014,71.218,71.446,71.683,71.914,72.13,72.327,72.501,72.657,72.802,72.935,73.06,73.179,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Sudan,SDN,58.43,58.801,59.184,59.582,59.993,60.416,60.854,61.3,61.749,62.193,62.62,63.019,63.384,63.712,64.002,64.257,64.486,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Suriname,SUR,67.838,67.918,68.051,68.239,68.48,68.768,69.089,69.422,69.749,70.057,70.335,70.578,70.79,70.976,71.138,71.279,71.405,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Sweden,SWE,79.6439024390244,79.7951219512195,79.8463414634146,80.0951219512195,80.4975609756098,80.5463414634146,80.7487804878049,80.9,81.1,81.3512195121951,81.4512195121951,81.8024390243903,81.7048780487805,81.9560975609756,82.2536585365854,82.2048780487805,82.2048780487805,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Switzerland,CHE,79.6804878048781,80.1804878048781,80.3853658536585,80.5365853658537,81.0878048780488,81.2365853658537,81.490243902439,81.7414634146342,81.9926829268293,82.0439024390244,82.2463414634147,82.6951219512195,82.6975609756098,82.7975609756098,83.1975609756098,82.8975609756098,82.8975609756098,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Syrian Arab Republic,SYR,73.11,73.371,73.663,73.967,74.25,74.43,74.412,74.152,73.648,72.939,72.108,71.27,70.549,70.046,69.817,69.904,70.31,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Tajikistan,TJK,65.485,65.894,66.303,66.727,67.163,67.607,68.052,68.487,68.902,69.29,69.644,69.958,70.234,70.477,70.69,70.879,71.051,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Tanzania,TZA,51.493,52.281,53.173,54.142,55.161,56.196,57.218,58.209,59.156,60.048,60.893,61.713,62.528,63.348,64.163,64.95,65.675,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Thailand,THA,70.624,70.841,71.11,71.424,71.775,72.149,72.534,72.915,73.279,73.617,73.923,74.197,74.446,74.678,74.895,75.103,75.303,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Timor-Leste,TLS,59.36,60.304,61.251,62.223,63.209,64.175,65.068,65.842,66.472,66.956,67.313,67.578,67.805,68.033,68.285,68.569,68.881,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Togo,TGO,53.489,53.551,53.707,53.935,54.23,54.598,55.048,55.578,56.174,56.814,57.465,58.092,58.668,59.174,59.601,59.949,60.232,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Tonga,TON,70.811,70.949,71.089,71.229,71.367,71.504,71.639,71.773,71.906,72.039,72.173,72.308,72.446,72.588,72.732,72.88,73.029,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Trinidad and Tobago,TTO,68.532,68.584,68.648,68.724,68.816,68.927,69.06,69.214,69.384,69.567,69.756,69.942,70.118,70.28,70.426,70.556,70.673,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Tunisia,TUN,73.155,73.402,73.629,73.836,74.026,74.2,74.352,74.483,74.595,74.695,74.793,74.9,75.023,75.167,75.335,75.525,75.731,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Turkey,TUR,70.008,70.571,71.102,71.6,72.06,72.481,72.866,73.219,73.549,73.859,74.154,74.437,74.711,74.977,75.239,75.498,75.755,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Turkmenistan,TKM,63.613,63.842,64.101,64.386,64.693,65.017,65.354,65.695,66.031,66.355,66.657,66.928,67.167,67.375,67.552,67.704,67.835,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Tuvalu,TUV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Uganda,UGA,47.077,48.12,49.242,50.394,51.538,52.64,53.681,54.66,55.574,56.409,57.153,57.796,58.347,58.819,59.224,59.575,59.889,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Ukraine,UKR,67.859512195122,68.2870731707317,68.2756097560976,68.2107317073171,68.1853658536585,67.9568292682927,68.0775609756098,68.2221951219512,68.2514634146342,69.19,70.2653658536586,70.8092682926829,70.9441463414634,71.159512195122,71.1865853658537,71.189512195122,71.4763414634146,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,United Arab Emirates,ARE,74.239,74.487,74.73,74.968,75.2,75.422,75.632,75.828,76.012,76.183,76.344,76.498,76.648,76.798,76.948,77.101,77.256,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,United Kingdom,GBR,77.7414634146342,77.9926829268293,78.1439024390244,78.4463414634146,78.7463414634146,79.0487804878049,79.2487804878049,79.4487804878049,79.6,80.0512195121951,80.4024390243902,80.9512195121951,80.9048780487805,81.0048780487805,81.3048780487805,80.9560975609756,80.9560975609756,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,United States,USA,76.6365853658537,76.8365853658537,76.9365853658537,77.0365853658537,77.4878048780488,77.4878048780488,77.6878048780488,77.9878048780488,78.0390243902439,78.390243902439,78.5414634146342,78.6414634146341,78.7414634146342,78.7414634146342,78.8414634146341,78.690243902439,78.690243902439,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Uruguay,URY,74.805,75.022,75.229,75.427,75.614,75.792,75.961,76.124,76.282,76.436,76.588,76.739,76.89,77.04,77.19,77.341,77.493,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Uzbekistan,UZB,67.154,67.366,67.594,67.837,68.094,68.367,68.663,68.982,69.319,69.665,70.005,70.322,70.604,70.844,71.039,71.192,71.314,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Vanuatu,VUT,67.438,67.82,68.189,68.545,68.889,69.221,69.541,69.852,70.152,70.442,70.721,70.988,71.241,71.481,71.709,71.925,72.133,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,"Venezuela, RB",VEN,72.281,72.507,72.704,72.872,73.015,73.134,73.235,73.327,73.419,73.516,73.625,73.748,73.885,74.035,74.196,74.367,74.545,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Vietnam,VNM,73.265,73.487,73.695,73.893,74.082,74.263,74.438,74.609,74.777,74.946,75.117,75.294,75.476,75.663,75.855,76.052,76.253,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Virgin Islands (U.S.),VIR,76.619512195122,77.6731707317073,77.6219512195122,77.5731707317073,77.8731707317073,77.4219512195122,78.4756097560976,76.8609756097561,77.2634146341463,77.6146341463415,77.9658536585366,78.4170731707317,78.6682926829268,78.8682926829268,78.9682926829268,79.1682926829268,79.2682926829268,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,West Bank and Gaza,PSE,70.778,70.95,71.115,71.277,71.44,71.605,71.773,71.942,72.11,72.277,72.444,72.613,72.783,72.954,73.126,73.299,73.473,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,"Yemen, Rep.",YEM,60.382,60.631,60.903,61.2,61.52,61.857,62.205,62.552,62.888,63.208,63.508,63.786,64.046,64.291,64.523,64.743,64.953,..,..
